"","employee_id","gender","team","financial_q","role_seniority","leadership_for_level","productivity","salary","quarter","year","seniority"
"3985",24208,"Woman","Operations","2020 Q1","Junior I","Appropriate for level",56,32500,"1",2020,"Junior"
"3986",24207,"Woman","Operations","2020 Q4","Junior I","Appropriate for level",58,33400,"4",2020,"Junior"
"3987",24207,"Woman","Operations","2020 Q3","Junior I","Appropriate for level",58,33400,"3",2020,"Junior"
"3988",24207,"Woman","Operations","2020 Q2","Junior I","Appropriate for level",57,33400,"2",2020,"Junior"
"3989",24207,"Woman","Operations","2020 Q1","Junior I","Appropriate for level",56,33400,"1",2020,"Junior"
"3990",24207,"Woman","Operations","2019 Q4","Junior I","Appropriate for level",56,33400,"4",2019,"Junior"
"3991",24207,"Woman","Operations","2019 Q3","Junior I","Appropriate for level",56,33400,"3",2019,"Junior"
"3992",24207,"Woman","Operations","2019 Q2","Junior I","Appropriate for level",54,33400,"2",2019,"Junior"
"3993",24207,"Woman","Operations","2019 Q1","Junior I","Appropriate for level",55,33400,"1",2019,"Junior"
"3994",24207,"Woman","Operations","2018 Q4","Junior I","Appropriate for level",54,33400,"4",2018,"Junior"
"3995",24207,"Woman","Operations","2018 Q3","Junior I","Appropriate for level",53,33400,"3",2018,"Junior"
"3996",24207,"Woman","Operations","2018 Q2","Junior I","Appropriate for level",54,33400,"2",2018,"Junior"
"3997",24206,"Woman","Operations","2020 Q4","Junior I","Appropriate for level",73,32200,"4",2020,"Junior"
"3998",24206,"Woman","Operations","2020 Q3","Junior I","Appropriate for level",73,32200,"3",2020,"Junior"
"3999",24206,"Woman","Operations","2020 Q2","Junior I","Appropriate for level",73,32200,"2",2020,"Junior"
"4000",24206,"Woman","Operations","2020 Q1","Junior I","Appropriate for level",72,32200,"1",2020,"Junior"
"4001",24206,"Woman","Operations","2019 Q4","Junior I","Appropriate for level",72,32200,"4",2019,"Junior"
"4002",24206,"Woman","Operations","2019 Q3","Junior I","Appropriate for level",71,32200,"3",2019,"Junior"
"4003",24205,"Man","Operations","2020 Q4","Junior I","Appropriate for level",48,38400,"4",2020,"Junior"
"4004",24205,"Man","Operations","2020 Q3","Junior I","Appropriate for level",47,38400,"3",2020,"Junior"
"4005",24205,"Man","Operations","2020 Q2","Junior I","Appropriate for level",48,38400,"2",2020,"Junior"
"4006",24205,"Man","Operations","2020 Q1","Entry-level","Exceeds expectations",81,33400,"1",2020,"Junior"
"4007",24205,"Man","Operations","2019 Q4","Entry-level","Exceeds expectations",59,33400,"4",2019,"Junior"
"4008",24205,"Man","Operations","2019 Q3","Entry-level","Appropriate for level",59,33400,"3",2019,"Junior"
"4009",24204,"Man","Operations","2020 Q4","Junior II","Appropriate for level",69,43400,"4",2020,"Junior"
"4010",24204,"Man","Operations","2020 Q3","Junior II","Exceeds expectations",70,43400,"3",2020,"Junior"
"4011",24204,"Man","Operations","2020 Q2","Junior II","Appropriate for level",69,43400,"2",2020,"Junior"
"4012",24204,"Man","Operations","2020 Q1","Junior II","Appropriate for level",69,43400,"1",2020,"Junior"
"4013",24204,"Man","Operations","2019 Q4","Junior II","Appropriate for level",69,43400,"4",2019,"Junior"
"4014",24204,"Man","Operations","2019 Q3","Junior II","Appropriate for level",68,43400,"3",2019,"Junior"
"4015",24204,"Man","Operations","2019 Q2","Junior II","Appropriate for level",66,43400,"2",2019,"Junior"
"4016",24204,"Man","Operations","2019 Q1","Junior I","Appropriate for level",45,41400,"1",2019,"Junior"
"4017",24204,"Man","Operations","2018 Q4","Junior I","Appropriate for level",24,41400,"4",2018,"Junior"
"4018",24204,"Man","Operations","2018 Q3","Entry-level","Exceeds expectations",94,36400,"3",2018,"Junior"
"4019",24204,"Man","Operations","2018 Q2","Entry-level","Appropriate for level",73,36400,"2",2018,"Junior"
"4020",24204,"Man","Operations","2018 Q1","Entry-level","Appropriate for level",72,36400,"1",2018,"Junior"
"4021",24204,"Man","Operations","2017 Q4","Entry-level","Appropriate for level",73,36400,"4",2017,"Junior"
"4022",24204,"Man","Operations","2017 Q3","Entry-level","Appropriate for level",72,36400,"3",2017,"Junior"
"4023",24203,"Man","Operations","2020 Q4","Junior II","Appropriate for level",54,42600,"4",2020,"Junior"
"4024",24203,"Man","Operations","2020 Q3","Junior II","Appropriate for level",54,42600,"3",2020,"Junior"
"4025",24203,"Man","Operations","2020 Q2","Junior II","Appropriate for level",55,42600,"2",2020,"Junior"
"4026",24202,"Woman","Operations","2020 Q4","Junior II","Appropriate for level",61,40000,"4",2020,"Junior"
"4027",24202,"Woman","Operations","2020 Q3","Junior II","Appropriate for level",60,40000,"3",2020,"Junior"
"4028",24202,"Woman","Operations","2020 Q2","Junior II","Appropriate for level",59,40000,"2",2020,"Junior"
"4029",24202,"Woman","Operations","2020 Q1","Junior II","Appropriate for level",60,40000,"1",2020,"Junior"
"4030",24202,"Woman","Operations","2019 Q4","Junior II","Appropriate for level",59,40000,"4",2019,"Junior"
"4031",24202,"Woman","Operations","2019 Q3","Junior II","Appropriate for level",60,40000,"3",2019,"Junior"
"4032",24202,"Woman","Operations","2019 Q2","Junior II","Appropriate for level",59,40000,"2",2019,"Junior"
"4033",24202,"Woman","Operations","2019 Q1","Junior II","Appropriate for level",59,40000,"1",2019,"Junior"
"4034",24202,"Woman","Operations","2018 Q4","Junior II","Appropriate for level",56,40000,"4",2018,"Junior"
"4035",24202,"Woman","Operations","2018 Q3","Junior II","Appropriate for level",57,40000,"3",2018,"Junior"
"4036",24202,"Woman","Operations","2018 Q2","Junior II","Appropriate for level",57,40000,"2",2018,"Junior"
"4037",24202,"Woman","Operations","2018 Q1","Junior II","Appropriate for level",57,40000,"1",2018,"Junior"
"4038",24202,"Woman","Operations","2017 Q4","Junior II","Appropriate for level",56,40000,"4",2017,"Junior"
"4039",24202,"Woman","Operations","2017 Q3","Junior II","Appropriate for level",56,40000,"3",2017,"Junior"
"4040",24201,"Woman","Operations","2020 Q4","Junior II","Appropriate for level",49,41700,"4",2020,"Junior"
"4041",24201,"Woman","Operations","2020 Q3","Junior II","Appropriate for level",48,41700,"3",2020,"Junior"
"4042",24201,"Woman","Operations","2020 Q2","Junior II","Appropriate for level",48,41700,"2",2020,"Junior"
"4043",24201,"Woman","Operations","2020 Q1","Junior II","Appropriate for level",48,41700,"1",2020,"Junior"
"4044",24201,"Woman","Operations","2019 Q4","Junior II","Appropriate for level",46,41700,"4",2019,"Junior"
"4045",24201,"Woman","Operations","2019 Q3","Junior II","Appropriate for level",47,41700,"3",2019,"Junior"
"4046",24201,"Woman","Operations","2019 Q2","Junior II","Appropriate for level",46,41700,"2",2019,"Junior"
"4047",24201,"Woman","Operations","2019 Q1","Junior I","Appropriate for level",92,39700,"1",2019,"Junior"
"4048",24201,"Woman","Operations","2018 Q4","Junior I","Appropriate for level",72,39700,"4",2018,"Junior"
"4049",24201,"Woman","Operations","2018 Q3","Junior I","Appropriate for level",73,39700,"3",2018,"Junior"
"4050",24201,"Woman","Operations","2018 Q2","Junior I","Appropriate for level",71,39700,"2",2018,"Junior"
"4051",24201,"Woman","Operations","2018 Q1","Junior I","Appropriate for level",73,39700,"1",2018,"Junior"
"4052",24201,"Woman","Operations","2017 Q4","Junior I","Appropriate for level",71,39700,"4",2017,"Junior"
"4053",24201,"Woman","Operations","2017 Q3","Junior I","Appropriate for level",72,39700,"3",2017,"Junior"
"4054",24201,"Woman","Operations","2017 Q2","Junior I","Appropriate for level",73,39700,"2",2017,"Junior"
"4055",24200,"Man","Operations","2020 Q4","Junior II","Appropriate for level",65,40200,"4",2020,"Junior"
"4056",24200,"Man","Operations","2020 Q3","Junior II","Appropriate for level",65,40200,"3",2020,"Junior"
"4057",24200,"Man","Operations","2020 Q2","Junior II","Appropriate for level",64,40200,"2",2020,"Junior"
"4058",24200,"Man","Operations","2020 Q1","Junior II","Appropriate for level",65,40200,"1",2020,"Junior"
"4059",24200,"Man","Operations","2019 Q4","Junior II","Appropriate for level",65,40200,"4",2019,"Junior"
"4060",24200,"Man","Operations","2019 Q3","Junior II","Appropriate for level",65,40200,"3",2019,"Junior"
"4061",24200,"Man","Operations","2019 Q2","Junior II","Appropriate for level",63,40200,"2",2019,"Junior"
"4062",24200,"Man","Operations","2019 Q1","Junior II","Appropriate for level",65,40200,"1",2019,"Junior"
"4063",24200,"Man","Operations","2018 Q4","Junior II","Appropriate for level",63,40200,"4",2018,"Junior"
"4064",24200,"Man","Operations","2018 Q3","Junior II","Appropriate for level",63,40200,"3",2018,"Junior"
"4065",24200,"Man","Operations","2018 Q2","Junior II","Appropriate for level",60,40200,"2",2018,"Junior"
"4066",24199,"Woman","Operations","2020 Q4","Junior II","Appropriate for level",65,34900,"4",2020,"Junior"
"4067",24199,"Woman","Operations","2020 Q3","Junior II","Appropriate for level",64,34900,"3",2020,"Junior"
"4068",24199,"Woman","Operations","2020 Q2","Junior II","Appropriate for level",64,34900,"2",2020,"Junior"
"4069",24199,"Woman","Operations","2020 Q1","Junior II","Appropriate for level",65,34900,"1",2020,"Junior"
"4070",24199,"Woman","Operations","2019 Q4","Junior II","Appropriate for level",62,34900,"4",2019,"Junior"
"4071",24199,"Woman","Operations","2019 Q3","Junior II","Appropriate for level",63,34900,"3",2019,"Junior"
"4072",24199,"Woman","Operations","2019 Q2","Junior I","Appropriate for level",74,32900,"2",2019,"Junior"
"4073",24198,"Man","Operations","2020 Q4","Junior II","Appropriate for level",54,43300,"4",2020,"Junior"
"4074",24198,"Man","Operations","2020 Q3","Junior II","Appropriate for level",54,43300,"3",2020,"Junior"
"4075",24198,"Man","Operations","2020 Q2","Junior II","Appropriate for level",54,43300,"2",2020,"Junior"
"4076",24198,"Man","Operations","2020 Q1","Junior II","Appropriate for level",52,43300,"1",2020,"Junior"
"4077",24198,"Man","Operations","2019 Q4","Junior II","Appropriate for level",52,43300,"4",2019,"Junior"
"4078",24198,"Man","Operations","2019 Q3","Junior II","Appropriate for level",53,43300,"3",2019,"Junior"
"4079",24198,"Man","Operations","2019 Q2","Junior II","Appropriate for level",50,43300,"2",2019,"Junior"
"4080",24198,"Man","Operations","2019 Q1","Junior II","Appropriate for level",50,43300,"1",2019,"Junior"
"4081",24198,"Man","Operations","2018 Q4","Junior II","Appropriate for level",50,43300,"4",2018,"Junior"
"4082",24198,"Man","Operations","2018 Q3","Junior II","Appropriate for level",50,43300,"3",2018,"Junior"
"4083",24198,"Man","Operations","2018 Q2","Junior II","Appropriate for level",49,43300,"2",2018,"Junior"
"4084",24198,"Man","Operations","2018 Q1","Junior I","Exceeds expectations",67,41300,"1",2018,"Junior"
"4085",24198,"Man","Operations","2017 Q4","Junior I","Appropriate for level",45,41300,"4",2017,"Junior"
"4086",24198,"Man","Operations","2017 Q3","Junior I","Appropriate for level",47,41300,"3",2017,"Junior"
"4087",24197,"Man","Operations","2020 Q4","Junior II","Appropriate for level",36,34700,"4",2020,"Junior"
"4088",24197,"Man","Operations","2020 Q3","Junior II","Appropriate for level",37,34700,"3",2020,"Junior"
"4089",24197,"Man","Operations","2020 Q2","Junior II","Appropriate for level",37,34700,"2",2020,"Junior"
"4090",24197,"Man","Operations","2020 Q1","Junior II","Appropriate for level",36,34700,"1",2020,"Junior"
"4091",24197,"Man","Operations","2019 Q4","Junior II","Appropriate for level",35,34700,"4",2019,"Junior"
"4092",24197,"Man","Operations","2019 Q3","Junior II","Appropriate for level",35,34700,"3",2019,"Junior"
"4093",24197,"Man","Operations","2019 Q2","Junior II","Appropriate for level",34,34700,"2",2019,"Junior"
"4094",24197,"Man","Operations","2019 Q1","Junior II","Appropriate for level",35,34700,"1",2019,"Junior"
"4095",24197,"Man","Operations","2018 Q4","Junior I","Appropriate for level",54,32700,"4",2018,"Junior"
"4096",24197,"Man","Operations","2018 Q3","Junior I","Appropriate for level",33,32700,"3",2018,"Junior"
"4097",24197,"Man","Operations","2018 Q2","Junior I","Appropriate for level",34,32700,"2",2018,"Junior"
"4098",24197,"Man","Operations","2018 Q1","Junior I","Appropriate for level",33,32700,"1",2018,"Junior"
"4099",24197,"Man","Operations","2017 Q4","Junior I","Appropriate for level",33,32700,"4",2017,"Junior"
"4100",24197,"Man","Operations","2017 Q3","Entry-level","Exceeds expectations",65,27700,"3",2017,"Junior"
"4101",24197,"Man","Operations","2017 Q2","Entry-level","Appropriate for level",46,27700,"2",2017,"Junior"
"4102",24197,"Man","Operations","2017 Q1","Entry-level","Appropriate for level",44,27700,"1",2017,"Junior"
"4103",24196,"Man","Operations","2020 Q4","Junior II","Appropriate for level",44,42900,"4",2020,"Junior"
"4104",24196,"Man","Operations","2020 Q3","Junior II","Appropriate for level",43,42900,"3",2020,"Junior"
"4105",24196,"Man","Operations","2020 Q2","Junior II","Appropriate for level",42,42900,"2",2020,"Junior"
"4106",24196,"Man","Operations","2020 Q1","Junior II","Appropriate for level",42,42900,"1",2020,"Junior"
"4107",24196,"Man","Operations","2019 Q4","Junior II","Appropriate for level",43,42900,"4",2019,"Junior"
"4108",24196,"Man","Operations","2019 Q3","Junior II","Appropriate for level",42,42900,"3",2019,"Junior"
"4109",24196,"Man","Operations","2019 Q2","Junior II","Appropriate for level",41,42900,"2",2019,"Junior"
"4110",24196,"Man","Operations","2019 Q1","Junior I","Appropriate for level",45,40900,"1",2019,"Junior"
"4111",24196,"Man","Operations","2018 Q4","Junior I","Appropriate for level",25,40900,"4",2018,"Junior"
"4112",24196,"Man","Operations","2018 Q3","Entry-level","Appropriate for level",67,35900,"3",2018,"Junior"
"4113",24196,"Man","Operations","2018 Q2","Entry-level","Appropriate for level",45,35900,"2",2018,"Junior"
"4114",24196,"Man","Operations","2018 Q1","Entry-level","Appropriate for level",46,35900,"1",2018,"Junior"
"4115",24196,"Man","Operations","2017 Q4","Entry-level","Appropriate for level",46,35900,"4",2017,"Junior"
"4116",24196,"Man","Operations","2017 Q3","Entry-level","Appropriate for level",45,35900,"3",2017,"Junior"
"4117",24196,"Man","Operations","2017 Q2","Entry-level","Appropriate for level",44,35900,"2",2017,"Junior"
"4118",24195,"Man","Operations","2020 Q4","Junior II","Appropriate for level",43,37700,"4",2020,"Junior"
"4119",24195,"Man","Operations","2020 Q3","Junior II","Appropriate for level",43,37700,"3",2020,"Junior"
"4120",24195,"Man","Operations","2020 Q2","Junior II","Appropriate for level",42,37700,"2",2020,"Junior"
"4121",24195,"Man","Operations","2020 Q1","Junior II","Appropriate for level",41,37700,"1",2020,"Junior"
"4122",24195,"Man","Operations","2019 Q4","Junior II","Appropriate for level",42,37700,"4",2019,"Junior"
"4123",24195,"Man","Operations","2019 Q3","Junior I","Exceeds expectations",89,35700,"3",2019,"Junior"
"4124",24195,"Man","Operations","2019 Q2","Junior I","Appropriate for level",67,35700,"2",2019,"Junior"
"4125",24195,"Man","Operations","2019 Q1","Junior I","Appropriate for level",67,35700,"1",2019,"Junior"
"4126",24195,"Man","Operations","2018 Q4","Junior I","Exceeds expectations",66,35700,"4",2018,"Junior"
"4127",24195,"Man","Operations","2018 Q3","Junior I","Appropriate for level",67,35700,"3",2018,"Junior"
"4128",24195,"Man","Operations","2018 Q2","Junior I","Appropriate for level",68,35700,"2",2018,"Junior"
"4129",24195,"Man","Operations","2018 Q1","Entry-level","Appropriate for level",68,30700,"1",2018,"Junior"
"4130",24194,"Man","Operations","2020 Q4","Junior II","Appropriate for level",51,42400,"4",2020,"Junior"
"4131",24194,"Man","Operations","2020 Q3","Junior II","Appropriate for level",50,42400,"3",2020,"Junior"
"4132",24194,"Man","Operations","2020 Q2","Junior II","Appropriate for level",50,42400,"2",2020,"Junior"
"4133",24194,"Man","Operations","2020 Q1","Junior II","Appropriate for level",50,42400,"1",2020,"Junior"
"4134",24194,"Man","Operations","2019 Q4","Junior II","Appropriate for level",48,42400,"4",2019,"Junior"
"4135",24194,"Man","Operations","2019 Q3","Junior II","Appropriate for level",48,42400,"3",2019,"Junior"
"4136",24194,"Man","Operations","2019 Q2","Junior II","Appropriate for level",48,42400,"2",2019,"Junior"
"4137",24194,"Man","Operations","2019 Q1","Junior I","Appropriate for level",55,40400,"1",2019,"Junior"
"4138",24194,"Man","Operations","2018 Q4","Junior I","Appropriate for level",36,40400,"4",2018,"Junior"
"4139",24194,"Man","Operations","2018 Q3","Junior I","Appropriate for level",33,40400,"3",2018,"Junior"
"4140",24194,"Man","Operations","2018 Q2","Junior I","Appropriate for level",33,40400,"2",2018,"Junior"
"4141",24194,"Man","Operations","2018 Q1","Entry-level","Exceeds expectations",77,35400,"1",2018,"Junior"
"4142",24194,"Man","Operations","2017 Q4","Entry-level","Appropriate for level",54,35400,"4",2017,"Junior"
"4143",24194,"Man","Operations","2017 Q3","Entry-level","Appropriate for level",53,35400,"3",2017,"Junior"
"4144",24194,"Man","Operations","2017 Q2","Entry-level","Appropriate for level",54,35400,"2",2017,"Junior"
"4145",24193,"Man","Operations","2020 Q4","Junior II","Appropriate for level",56,38600,"4",2020,"Junior"
"4146",24193,"Man","Operations","2020 Q3","Junior II","Appropriate for level",54,38600,"3",2020,"Junior"
"4147",24193,"Man","Operations","2020 Q2","Junior II","Appropriate for level",54,38600,"2",2020,"Junior"
"4148",24193,"Man","Operations","2020 Q1","Junior I","Appropriate for level",63,36600,"1",2020,"Junior"
"4149",24193,"Man","Operations","2019 Q4","Junior I","Appropriate for level",42,36600,"4",2019,"Junior"
"4150",24193,"Man","Operations","2019 Q3","Junior I","Appropriate for level",42,36600,"3",2019,"Junior"
"4151",24193,"Man","Operations","2019 Q2","Junior I","Appropriate for level",41,36600,"2",2019,"Junior"
"4152",24193,"Man","Operations","2019 Q1","Junior I","Appropriate for level",41,36600,"1",2019,"Junior"
"4153",24193,"Man","Operations","2018 Q4","Junior I","Appropriate for level",39,36600,"4",2018,"Junior"
"4154",24193,"Man","Operations","2018 Q3","Junior I","Appropriate for level",40,36600,"3",2018,"Junior"
"4155",24193,"Man","Operations","2018 Q2","Junior I","Appropriate for level",41,36600,"2",2018,"Junior"
"4156",24193,"Man","Operations","2018 Q1","Junior I","Appropriate for level",39,36600,"1",2018,"Junior"
"4157",24192,"Man","Operations","2020 Q4","Junior II","Appropriate for level",48,34300,"4",2020,"Junior"
"4158",24192,"Man","Operations","2020 Q3","Junior II","Appropriate for level",47,34300,"3",2020,"Junior"
"4159",24192,"Man","Operations","2020 Q2","Junior II","Appropriate for level",48,34300,"2",2020,"Junior"
"4160",24192,"Man","Operations","2020 Q1","Junior II","Appropriate for level",45,34300,"1",2020,"Junior"
"4161",24192,"Man","Operations","2019 Q4","Junior II","Appropriate for level",46,34300,"4",2019,"Junior"
"4162",24192,"Man","Operations","2019 Q3","Junior II","Appropriate for level",46,34300,"3",2019,"Junior"
"4163",24192,"Man","Operations","2019 Q2","Junior II","Appropriate for level",45,34300,"2",2019,"Junior"
"4164",24192,"Man","Operations","2019 Q1","Junior II","Appropriate for level",44,34300,"1",2019,"Junior"
"4165",24192,"Man","Operations","2018 Q4","Junior II","Appropriate for level",45,34300,"4",2018,"Junior"
"4166",24192,"Man","Operations","2018 Q3","Junior II","Appropriate for level",43,34300,"3",2018,"Junior"
"4167",24192,"Man","Operations","2018 Q2","Junior II","Appropriate for level",44,34300,"2",2018,"Junior"
"4168",24192,"Man","Operations","2018 Q1","Junior II","Appropriate for level",43,34300,"1",2018,"Junior"
"4169",24192,"Man","Operations","2017 Q4","Junior II","Appropriate for level",44,34300,"4",2017,"Junior"
"4170",24192,"Man","Operations","2017 Q3","Junior II","Appropriate for level",44,34300,"3",2017,"Junior"
"4171",24191,"Man","Operations","2020 Q4","Junior II","Appropriate for level",44,43400,"4",2020,"Junior"
"4172",24191,"Man","Operations","2020 Q3","Junior II","Appropriate for level",42,43400,"3",2020,"Junior"
"4173",24191,"Man","Operations","2020 Q2","Junior II","Appropriate for level",43,43400,"2",2020,"Junior"
"4174",24191,"Man","Operations","2020 Q1","Junior II","Appropriate for level",42,43400,"1",2020,"Junior"
"4175",24191,"Man","Operations","2019 Q4","Junior II","Appropriate for level",42,43400,"4",2019,"Junior"
"4176",24191,"Man","Operations","2019 Q3","Junior II","Appropriate for level",41,43400,"3",2019,"Junior"
"4177",24191,"Man","Operations","2019 Q2","Junior II","Appropriate for level",41,43400,"2",2019,"Junior"
"4178",24191,"Man","Operations","2019 Q1","Junior II","Appropriate for level",41,43400,"1",2019,"Junior"
"4179",24191,"Man","Operations","2018 Q4","Junior II","Appropriate for level",41,43400,"4",2018,"Junior"
"4180",24191,"Man","Operations","2018 Q3","Junior II","Appropriate for level",39,43400,"3",2018,"Junior"
"4181",24191,"Man","Operations","2018 Q2","Junior II","Appropriate for level",38,43400,"2",2018,"Junior"
"4182",24191,"Man","Operations","2018 Q1","Junior II","Appropriate for level",38,43400,"1",2018,"Junior"
"4183",24190,"Woman","Operations","2020 Q4","Senior I","Appropriate for level",75,38800,"4",2020,"Senior"
"4184",24190,"Woman","Operations","2020 Q3","Senior I","Appropriate for level",72,38800,"3",2020,"Senior"
"4185",24190,"Woman","Operations","2020 Q2","Senior I","Appropriate for level",73,38800,"2",2020,"Senior"
"4186",24190,"Woman","Operations","2020 Q1","Senior I","Appropriate for level",70,38800,"1",2020,"Senior"
"4187",24190,"Woman","Operations","2019 Q4","Senior I","Appropriate for level",71,38800,"4",2019,"Senior"
"4188",24190,"Woman","Operations","2019 Q3","Senior I","Appropriate for level",71,38800,"3",2019,"Senior"
"4189",24190,"Woman","Operations","2019 Q2","Senior I","Appropriate for level",71,38800,"2",2019,"Senior"
"4190",24190,"Woman","Operations","2019 Q1","Junior II","Appropriate for level",47,33800,"1",2019,"Junior"
"4191",24190,"Woman","Operations","2018 Q4","Junior II","Appropriate for level",28,33800,"4",2018,"Junior"
"4192",24190,"Woman","Operations","2018 Q3","Junior II","Needs improvement",27,33800,"3",2018,"Junior"
"4193",24190,"Woman","Operations","2018 Q2","Junior II","Appropriate for level",27,33800,"2",2018,"Junior"
"4194",24190,"Woman","Operations","2018 Q1","Junior II","Appropriate for level",25,33800,"1",2018,"Junior"
"4195",24190,"Woman","Operations","2017 Q4","Junior II","Appropriate for level",26,33800,"4",2017,"Junior"
"4196",24190,"Woman","Operations","2017 Q3","Junior II","Appropriate for level",26,33800,"3",2017,"Junior"
"4197",24190,"Woman","Operations","2017 Q2","Junior I","Appropriate for level",85,31800,"2",2017,"Junior"
"4198",24190,"Woman","Operations","2017 Q1","Junior I","Appropriate for level",64,31800,"1",2017,"Junior"
"4199",24190,"Woman","Operations","2016 Q4","Junior I","Appropriate for level",65,31800,"4",2016,"Junior"
"4200",24190,"Woman","Operations","2016 Q3","Junior I","Appropriate for level",64,31800,"3",2016,"Junior"
"4201",24189,"Man","Operations","2020 Q4","Senior I","Appropriate for level",62,48500,"4",2020,"Senior"
"4202",24189,"Man","Operations","2020 Q3","Senior I","Appropriate for level",62,48500,"3",2020,"Senior"
"4203",24189,"Man","Operations","2020 Q2","Senior I","Appropriate for level",61,48500,"2",2020,"Senior"
"4204",24189,"Man","Operations","2020 Q1","Senior I","Exceeds expectations",61,48500,"1",2020,"Senior"
"4205",24189,"Man","Operations","2019 Q4","Senior I","Appropriate for level",61,48500,"4",2019,"Senior"
"4206",24189,"Man","Operations","2019 Q3","Junior II","Exceeds expectations",78,43500,"3",2019,"Junior"
"4207",24189,"Man","Operations","2019 Q2","Junior II","Exceeds expectations",59,43500,"2",2019,"Junior"
"4208",24189,"Man","Operations","2019 Q1","Junior I","Appropriate for level",59,41500,"1",2019,"Junior"
"4209",24189,"Man","Operations","2018 Q4","Junior I","Appropriate for level",39,41500,"4",2018,"Junior"
"4210",24189,"Man","Operations","2018 Q3","Junior I","Appropriate for level",40,41500,"3",2018,"Junior"
"4211",24189,"Man","Operations","2018 Q2","Junior I","Appropriate for level",39,41500,"2",2018,"Junior"
"4212",24189,"Man","Operations","2018 Q1","Junior I","Appropriate for level",38,41500,"1",2018,"Junior"
"4213",24189,"Man","Operations","2017 Q4","Entry-level","Exceeds expectations",68,36500,"4",2017,"Junior"
"4214",24189,"Man","Operations","2017 Q3","Entry-level","Appropriate for level",50,36500,"3",2017,"Junior"
"4215",24188,"Woman","Operations","2020 Q4","Senior I","Appropriate for level",52,43800,"4",2020,"Senior"
"4216",24188,"Woman","Operations","2020 Q3","Senior I","Appropriate for level",52,43800,"3",2020,"Senior"
"4217",24188,"Woman","Operations","2020 Q2","Senior I","Appropriate for level",51,43800,"2",2020,"Senior"
"4218",24188,"Woman","Operations","2020 Q1","Senior I","Appropriate for level",51,43800,"1",2020,"Senior"
"4219",24188,"Woman","Operations","2019 Q4","Senior I","Appropriate for level",51,43800,"4",2019,"Senior"
"4220",24188,"Woman","Operations","2019 Q3","Senior I","Appropriate for level",50,43800,"3",2019,"Senior"
"4221",24188,"Woman","Operations","2019 Q2","Junior II","Appropriate for level",70,38800,"2",2019,"Junior"
"4222",24188,"Woman","Operations","2019 Q1","Junior II","Appropriate for level",49,38800,"1",2019,"Junior"
"4223",24188,"Woman","Operations","2018 Q4","Junior II","Appropriate for level",49,38800,"4",2018,"Junior"
"4224",24188,"Woman","Operations","2018 Q3","Junior II","Appropriate for level",49,38800,"3",2018,"Junior"
"4225",24188,"Woman","Operations","2018 Q2","Junior II","Appropriate for level",49,38800,"2",2018,"Junior"
"4226",24188,"Woman","Operations","2018 Q1","Junior II","Appropriate for level",47,38800,"1",2018,"Junior"
"4227",24188,"Woman","Operations","2017 Q4","Junior II","Appropriate for level",48,38800,"4",2017,"Junior"
"4228",24188,"Woman","Operations","2017 Q3","Junior I","Appropriate for level",41,36800,"3",2017,"Junior"
"4229",24188,"Woman","Operations","2017 Q2","Junior I","Appropriate for level",21,36800,"2",2017,"Junior"
"4230",24187,"Woman","Operations","2020 Q4","Senior I","Appropriate for level",39,45900,"4",2020,"Senior"
"4231",24187,"Woman","Operations","2020 Q3","Senior I","Appropriate for level",36,45900,"3",2020,"Senior"
"4232",24187,"Woman","Operations","2020 Q2","Senior I","Needs improvement",35,45900,"2",2020,"Senior"
"4233",24187,"Woman","Operations","2020 Q1","Senior I","Appropriate for level",35,45900,"1",2020,"Senior"
"4234",24187,"Woman","Operations","2019 Q4","Senior I","Appropriate for level",34,45900,"4",2019,"Senior"
"4235",24187,"Woman","Operations","2019 Q3","Senior I","Appropriate for level",35,45900,"3",2019,"Senior"
"4236",24187,"Woman","Operations","2019 Q2","Senior I","Needs improvement",35,45900,"2",2019,"Senior"
"4237",24187,"Woman","Operations","2019 Q1","Senior I","Appropriate for level",34,45900,"1",2019,"Senior"
"4238",24187,"Woman","Operations","2018 Q4","Senior I","Appropriate for level",34,45900,"4",2018,"Senior"
"4239",24187,"Woman","Operations","2018 Q3","Junior II","Appropriate for level",68,40900,"3",2018,"Junior"
"4240",24187,"Woman","Operations","2018 Q2","Junior II","Appropriate for level",49,40900,"2",2018,"Junior"
"4241",24187,"Woman","Operations","2018 Q1","Junior II","Appropriate for level",48,40900,"1",2018,"Junior"
"4242",24187,"Woman","Operations","2017 Q4","Junior II","Appropriate for level",48,40900,"4",2017,"Junior"
"4243",24187,"Woman","Operations","2017 Q3","Junior II","Appropriate for level",46,40900,"3",2017,"Junior"
"4244",24187,"Woman","Operations","2017 Q2","Junior II","Appropriate for level",49,40900,"2",2017,"Junior"
"4245",24187,"Woman","Operations","2017 Q1","Junior II","Appropriate for level",45,40900,"1",2017,"Junior"
"4246",24187,"Woman","Operations","2016 Q4","Junior II","Appropriate for level",46,40900,"4",2016,"Junior"
"4247",24187,"Woman","Operations","2016 Q3","Junior II","Appropriate for level",45,40900,"3",2016,"Junior"
"4248",24187,"Woman","Operations","2016 Q2","Junior II","Appropriate for level",46,40900,"2",2016,"Junior"
"4249",24187,"Woman","Operations","2016 Q1","Junior II","Appropriate for level",44,40900,"1",2016,"Junior"
