"","applicant_id","X1","team_applied_for","cover_letter","cv","gpa","gender","extracurriculars","work_experience","final_hired.x","pass_phase1.x","final_hired.y","pass_phase1.y","final_hired.x","pass_phase1.x","final_hired.y","pass_phase1.y"
"583",6830,583,"Software",0,1,1.9,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"584",6840,584,"Software",1,1,2,"Woman",1,1,0,1,NA,1,0,1,NA,1
"585",6850,585,"Software",1,1,1.7,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"586",6860,586,"Data",1,1,3.6,"Woman",1,2,0,1,NA,1,0,1,NA,1
"587",6870,587,"Software",1,1,3.5,"Man",2,1,0,1,NA,1,0,1,NA,1
"588",6880,588,"Data",0,1,2.2,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"589",6890,589,"Software",0,1,2.6,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"590",6900,590,"Software",1,1,3.1,"Man",1,1,0,1,NA,1,0,1,NA,1
"591",6910,591,"Data",0,1,2.4,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"592",6920,592,"Data",0,1,2.5,"Woman",1,1,0,0,NA,NA,0,0,NA,NA
"593",6930,593,"Data",1,1,3.8,"Woman",1,2,0,1,NA,1,0,1,NA,1
"594",6940,594,"Software",1,0,2.5,"Man",2,1,0,0,NA,NA,0,0,NA,NA
"595",6950,595,"Data",0,0,1.7,"Woman",1,0,0,0,NA,NA,0,0,NA,NA
"596",6960,596,"Software",0,1,3.3,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"597",6970,597,"Data",1,1,3.2,"Woman",1,1,0,1,NA,1,0,1,NA,1
"598",6980,598,"Data",0,1,1.7,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"599",6990,599,"Software",0,1,1.6,"Woman",0,1,0,0,NA,NA,0,0,NA,NA
"600",7000,600,"Data",1,1,2.5,"Man",1,1,0,1,NA,1,0,1,NA,1
"601",7010,601,"Software",1,0,1.5,"Woman",0,0,0,0,NA,NA,0,0,NA,NA
"602",7020,602,"Software",1,1,2.9,"Man",1,1,0,1,NA,1,0,1,NA,1
"603",7030,603,"Data",1,1,3.9,"Man",1,1,0,1,NA,1,0,1,NA,1
"604",7040,604,"Data",1,1,2.4,"Man",1,1,0,1,NA,1,0,1,NA,1
"605",7050,605,"Software",1,0,2.1,"Woman",2,1,0,0,NA,NA,0,0,NA,NA
"606",7060,606,"Software",1,1,2.9,"Man",1,1,0,1,NA,1,0,1,NA,1
"607",7070,607,"Software",0,0,1.8,"Man",1,1,0,0,NA,NA,0,0,NA,NA
"608",7080,608,"Data",1,1,2.4,"Woman",1,1,0,1,NA,1,0,1,NA,1
"609",7090,609,"Software",1,1,2.3,"Woman",0,0,0,0,NA,NA,0,0,NA,NA
"610",7100,610,"Data",1,1,3.9,"Man",2,1,0,1,NA,1,0,1,NA,1
"611",7110,611,"Software",1,1,3.8,"Man",2,1,0,1,NA,1,0,1,NA,1
"612",7120,612,"Data",1,1,3.4,"Man",1,1,0,1,NA,1,0,1,NA,1
"613",7130,613,"Data",1,1,3.4,"Man",1,2,0,1,NA,1,0,1,NA,1
